Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.03,0.69,16.5,2.12,0.009716666666666669,2.480550333333333,569.1420000000003
24.03,0.69,16.5,2.12,0.009716666666666669,2.490267,571.2620000000003
24.03,0.66,15.8,2.126,0.009330777777777778,2.4995977777777774,573.3880000000003
24.03,0.69,16.5,2.121,0.009721249999999999,2.5093190277777775,575.5090000000002
24.03,0.66,15.8,2.118,0.009295666666666666,2.518614694444444,577.6270000000003
24.03,0.69,16.5,2.128,0.009753333333333334,2.5283680277777774,579.7550000000003
24.03,0.69,16.5,2.119,0.009712083333333335,2.538080111111111,581.8740000000004
24.02,0.69,16.5,2.12,0.009716666666666669,2.5477967777777777,583.9940000000004
24.03,0.69,16.5,2.131,0.009767083333333332,2.557563861111111,586.1250000000003
24.03,0.69,16.5,2.129,0.009757916666666668,2.5673217777777775,588.2540000000004
24.03,0.66,15.8,2.128,0.009339555555555558,2.576661333333333,590.3820000000004
24.03,0.66,15.8,2.119,0.009300055555555556,2.5859613888888884,592.5010000000004
24.03,0.66,15.8,2.121,0.009308833333333334,2.5952702222222217,594.6220000000004
24.03,0.69,16.5,2.126,0.009744166666666667,2.6050143888888884,596.7480000000004
24.03,0.66,15.8,2.12,0.009304444444444445,2.614318833333333,598.8680000000004
24.03,0.69,16.5,2.12,0.009716666666666669,2.6240354999999997,600.9880000000004
24.03,0.69,16.5,2.127,0.009748749999999999,2.6337842499999997,603.1150000000004
24.03,0.69,16.5,2.119,0.009712083333333335,2.6434963333333332,605.2340000000004
24.03,0.69,16.5,2.12,0.009716666666666669,2.653213,607.3540000000004
24.03,0.69,16.5,2.128,0.009753333333333334,2.6629663333333333,609.4820000000004
24.03,0.66,15.8,2.12,0.009304444444444445,2.672270777777778,611.6020000000004
24.03,0.69,16.5,2.136,0.00979,2.682060777777778,613.7380000000004
24.03,0.69,16.5,2.12,0.009716666666666669,2.691777444444445,615.8580000000004
24.03,0.69,16.5,2.119,0.009712083333333335,2.7014895277777784,617.9770000000004
24.03,0.69,16.5,2.133,0.00977625,2.711265777777778,620.1100000000005
24.02,0.66,15.8,2.121,0.009308833333333334,2.7205746111111115,622.2310000000004
24.03,0.69,16.5,2.118,0.009707499999999999,2.7302821111111117,624.3490000000005
24.03,0.66,15.8,2.128,0.009339555555555558,2.7396216666666673,626.4770000000005
24.03,0.69,16.5,2.121,0.009721249999999999,2.7493429166666674,628.5980000000005
24.03,0.69,16.5,2.119,0.009712083333333335,2.759055000000001,630.7170000000006
24.03,0.69,16.5,2.127,0.009748749999999999,2.768803750000001,632.8440000000005
24.03,0.69,16.5,2.12,0.009716666666666669,2.7785204166666677,634.9640000000005
24.03,0.69,16.5,2.124,0.009735,2.7882554166666678,637.0880000000005
24.03,0.69,16.5,2.126,0.009744166666666667,2.7979995833333344,639.2140000000005
24.03,0.69,16.5,2.121,0.009721249999999999,2.8077208333333346,641.3350000000005
24.03,0.69,16.5,2.118,0.009707499999999999,2.8174283333333348,643.4530000000005
24.03,0.69,16.5,2.129,0.009757916666666668,2.8271862500000013,645.5820000000006
24.03,0.66,15.8,2.12,0.009304444444444445,2.836490694444446,647.7020000000006
24.03,0.69,16.5,2.122,0.009725833333333333,2.8462165277777793,649.8240000000005
24.03,0.69,16.5,2.123,0.009730416666666668,2.855946944444446,651.9470000000006
24.03,0.69,16.5,2.121,0.009721249999999999,2.865668194444446,654.0680000000006
24.03,0.69,16.5,2.116,0.009698333333333333,2.8753665277777793,656.1840000000005
24.03,0.69,16.5,2.134,0.009780833333333332,2.8851473611111125,658.3180000000006
24.03,0.69,16.5,2.121,0.009721249999999999,2.8948686111111126,660.4390000000005
24.03,0.69,16.5,2.133,0.00977625,2.9046448611111124,662.5720000000006
24.03,0.69,16.5,2.121,0.009721249999999999,2.9143661111111125,664.6930000000006
24.03,0.69,16.5,2.117,0.009702916666666667,2.924069027777779,666.8100000000005
24.03,0.69,16.5,2.132,0.009771666666666668,2.9338406944444455,668.9420000000005
24.03,0.69,16.5,2.122,0.009725833333333333,2.943566527777779,671.0640000000004
24.03,0.69,16.5,2.12,0.009716666666666669,2.9532831944444458,673.1840000000004
24.03,0.69,16.5,2.124,0.009735,2.963018194444446,675.3080000000004
24.03,0.72,17.3,2.122,0.01019738888888889,2.9732155833333347,677.4300000000004
24.03,0.69,16.5,2.121,0.009721249999999999,2.982936833333335,679.5510000000004
24.03,0.69,16.5,2.128,0.009753333333333334,2.992690166666668,681.6790000000004
24.03,0.66,15.8,2.122,0.009313222222222223,3.00200338888889,683.8010000000004
24.03,0.66,15.8,2.133,0.0093615,3.01136488888889,685.9340000000004
24.03,0.69,16.5,2.122,0.009725833333333333,3.0210907222222234,688.0560000000004
24.03,0.69,16.5,2.133,0.00977625,3.0308669722222232,690.1890000000004
24.03,0.66,15.8,2.123,0.009317611111111113,3.0401845833333345,692.3120000000005
24.03,0.66,15.8,2.121,0.009308833333333334,3.049493416666668,694.4330000000004
24.03,0.69,16.5,2.13,0.009762499999999999,3.0592559166666677,696.5630000000004
24.03,0.69,16.5,2.119,0.009712083333333335,3.0689680000000013,698.6820000000005
24.03,0.69,16.5,2.117,0.009702916666666667,3.0786709166666677,700.7990000000004
24.03,0.69,16.5,2.128,0.009753333333333334,3.088424250000001,702.9270000000005
24.03,0.69,16.5,2.121,0.009721249999999999,3.098145500000001,705.0480000000005
24.03,0.69,16.5,2.12,0.009716666666666669,3.107862166666668,707.1680000000005
24.03,0.69,16.5,2.129,0.009757916666666668,3.1176200833333345,709.2970000000005
24.03,0.66,15.8,2.121,0.009308833333333334,3.126928916666668,711.4180000000005
