Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
23.99,2.04,48.9,2.131,0.02894608333333333,14.561071888888893,534.9110000000003
24.01,1.74,41.7,2.117,0.024521916666666668,14.58559380555556,537.0280000000002
23.99,1.89,45.3,2.12,0.026676666666666668,14.612270472222226,539.1480000000003
23.87,10.89,259.9,2.133,0.15399074999999998,14.766261222222226,541.2810000000003
23.87,10.44,249.2,2.118,0.14661266666666664,14.912873888888893,543.3990000000003
23.87,10.77,257.0,2.12,0.15134444444444445,15.064218333333336,545.5190000000003
24.0,2.25,54.0,2.13,0.03195,15.096168333333337,547.6490000000003
24.0,1.89,45.3,2.122,0.026701833333333327,15.12287016666667,549.7710000000003
24.0,2.07,49.6,2.119,0.029195111111111116,15.152065277777782,551.8900000000003
24.0,2.04,48.9,2.129,0.028918916666666666,15.180984194444449,554.0190000000003
24.0,2.28,54.7,2.119,0.03219702777777778,15.213181222222227,556.1380000000004
23.99,2.19,52.5,2.119,0.030902083333333337,15.244083305555561,558.2570000000004
24.0,1.89,45.3,2.13,0.026802499999999996,15.270885805555562,560.3870000000004
24.0,1.83,43.9,2.118,0.02582783333333333,15.296713638888894,562.5050000000005
24.01,1.92,46.0,2.119,0.027076111111111113,15.323789750000005,564.6240000000005
24.01,1.41,33.8,2.117,0.019876277777777777,15.343666027777783,566.7410000000004
24.01,2.01,48.2,2.13,0.028518333333333333,15.372184361111115,568.8710000000004
24.0,2.22,53.2,2.119,0.03131411111111112,15.403498472222227,570.9900000000005
23.87,10.89,259.9,2.12,0.1530522222222222,15.556550694444448,573.1100000000005
23.87,10.86,259.2,2.13,0.15336,15.709910694444448,575.2400000000005
24.01,1.98,47.5,2.118,0.02794583333333333,15.737856527777781,577.3580000000005
24.0,2.25,54.0,2.118,0.03177,15.769626527777781,579.4760000000006
24.01,2.16,51.8,2.132,0.030677111111111113,15.800303638888892,581.6080000000005
23.99,1.56,37.4,2.121,0.022034833333333333,15.822338472222224,583.7290000000005
24.0,2.1,50.4,2.12,0.029679999999999998,15.852018472222225,585.8490000000005
24.0,1.89,45.3,2.129,0.026789916666666663,15.878808388888892,587.9780000000005
24.0,1.56,37.4,2.118,0.022003666666666664,15.900812055555559,590.0960000000006
23.99,2.25,53.9,2.121,0.03175608333333333,15.932568138888891,592.2170000000006
24.0,1.47,35.2,2.128,0.020807111111111113,15.953375250000002,594.3450000000006
23.99,2.1,50.3,2.121,0.02963508333333333,15.983010333333336,596.4660000000006
24.0,1.5,36.0,2.121,0.02121,16.004220333333336,598.5870000000006
23.99,2.28,54.6,2.128,0.032274666666666674,16.036495000000002,600.7150000000006
23.86,10.11,241.2,2.118,0.14190599999999998,16.178401,602.8330000000007
23.87,10.86,259.2,2.117,0.152424,16.330825,604.9500000000006
24.01,9.78,234.8,2.134,0.1391842222222222,16.470009222222224,607.0840000000006
24.01,2.07,49.7,2.118,0.029240166666666668,16.49924938888889,609.2020000000007
24.01,1.89,45.3,2.117,0.026638916666666665,16.525888305555558,611.3190000000006
23.99,1.65,39.5,2.135,0.023425694444444443,16.549314000000003,613.4540000000006
24.0,1.68,40.3,2.119,0.02372102777777778,16.57303502777778,615.5730000000007
24.01,2.19,52.5,2.121,0.03093125,16.60396627777778,617.6940000000006
24.01,2.19,52.5,2.13,0.031062499999999996,16.63502877777778,619.8240000000006
23.99,2.16,51.8,2.121,0.03051883333333333,16.665547611111112,621.9450000000006
24.0,1.47,35.2,2.118,0.020709333333333333,16.686256944444445,624.0630000000007
24.0,2.25,54.0,2.134,0.03201,16.718266944444444,626.1970000000007
24.0,1.44,34.5,2.119,0.020307083333333337,16.738574027777776,628.3160000000007
23.99,2.07,49.6,2.122,0.029236444444444443,16.76781047222222,630.4380000000007
23.99,2.25,53.9,2.128,0.03186088888888889,16.79967136111111,632.5660000000007
24.01,1.98,47.5,2.123,0.02801180555555556,16.827683166666663,634.6890000000008
24.0,2.22,53.2,2.116,0.03126977777777778,16.85895294444444,636.8050000000007
23.86,10.65,254.1,2.126,0.15006016666666666,17.009013111111106,638.9310000000007
23.88,10.35,247.1,2.124,0.145789,17.154802111111106,641.0550000000007
24.0,1.44,34.5,2.119,0.020307083333333337,17.17510919444444,643.1740000000008
24.0,1.59,38.1,2.129,0.02253191666666667,17.197641111111103,645.3030000000008
24.0,2.28,54.7,2.12,0.032212222222222225,17.229853333333324,647.4230000000008
24.01,2.22,53.3,2.135,0.0316098611111111,17.261463194444435,649.5580000000008
24.0,2.28,54.7,2.115,0.032136250000000005,17.293599444444435,651.6730000000008
24.01,1.44,34.5,2.117,0.02028791666666667,17.313887361111103,653.7900000000008
23.99,2.16,51.8,2.119,0.030490055555555555,17.34437741666666,655.9090000000008
